park,year,PTP,species,sex,number,survey_class,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum
LACL,2004,211150201,AMPI,M,1,FIVE,AR,60.1271193,-154.3528908,21115,2,1,0.0,0.0,0.182108626,0.437699681,0.0,0.047923323,0.063897764,0.268370607,753.3372632,138,150.0,0.05,2
LACL,2004,211150201,FOSP,M,1,FIVE,AR,60.1271193,-154.3528908,21115,2,1,0.0,0.0,0.182108626,0.437699681,0.0,0.047923323,0.063897764,0.268370607,753.3372632,138,150.0,0.05,2
LACL,2004,211150201,GCSP,M,1,FIVE,AR,60.1271193,-154.3528908,21115,2,1,0.0,0.0,0.182108626,0.437699681,0.0,0.047923323,0.063897764,0.268370607,753.3372632,138,150.0,0.05,2
KATM,2005,168030301,DEJU,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,168030301,GCSP,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,168030301,HETH,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,168030301,HETH,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,168030301,WCSP,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,168030301,WIWA,M,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,165620202,FOSP,M,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2005,165620202,GCSP,M,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2005,165620202,GCSP,M,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2005,165620202,SAVS,M,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2005,165620202,WIWA,M,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2006,170520102,FOSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,FOSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,FOSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,FOSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,FOSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,GCSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,GCSP,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
KATM,2006,170520102,WIWA,M,1,FIVE,AP,58.6299974,-153.7886449,17052,1,2,0.0,0.0,0.357827476,0.600638978,0.0,0.0,0.0,0.041533546,469.011,153,150.0,0.0,1
LACL,2004,213570202,DEJU,M,1,FIVE,LH,60.27386866,-153.9219224,21357,2,2,0.015873016,0.0,0.041269841,0.0,0.073015873,0.053968254,0.79047619,0.025396825,108.0435789,143,50.0,1.0,1
LACL,2004,213570202,YRWA,M,1,FIVE,LH,60.27386866,-153.9219224,21357,2,2,0.015873016,0.0,0.041269841,0.0,0.073015873,0.053968254,0.79047619,0.025396825,108.0435789,143,50.0,1.0,1
LACL,2004,213570202,YRWA,M,1,FIVE,LH,60.27386866,-153.9219224,21357,2,2,0.015873016,0.0,0.041269841,0.0,0.073015873,0.053968254,0.79047619,0.025396825,108.0435789,143,50.0,1.0,1
LACL,2004,215950201,DEJU,M,1,FIVE,LH,60.36479504,-154.1793671,21595,2,1,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,139,50.0,0.0,2
LACL,2004,215950201,WCSP,M,1,FIVE,LH,60.36479504,-154.1793671,21595,2,1,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,139,50.0,0.0,2
LACL,2004,215950201,YRWA,M,1,FIVE,LH,60.36479504,-154.1793671,21595,2,1,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,139,50.0,0.0,2
LACL,2004,215950201,YRWA,M,1,FIVE,LH,60.36479504,-154.1793671,21595,2,1,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,139,50.0,0.0,2
KATM,2005,165660108,AMPI,M,1,FIVE,AP,58.29662078,-155.100284,16566,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,655.8333474,144,50.0,0.0,2
KATM,2005,172770113,ATSP,M,1,FIVE,AP,58.49730575,-156.1248935,17277,1,13,0.0,0.0,0.560126582,0.439873418,0.0,0.0,0.0,0.0,120.7443429,132,50.0,0.0,2
KATM,2005,172770113,ATSP,M,1,FIVE,AP,58.49730575,-156.1248935,17277,1,13,0.0,0.0,0.560126582,0.439873418,0.0,0.0,0.0,0.0,120.7443429,132,50.0,0.0,2
KATM,2005,172770113,SAVS,M,1,FIVE,AP,58.49730575,-156.1248935,17277,1,13,0.0,0.0,0.560126582,0.439873418,0.0,0.0,0.0,0.0,120.7443429,132,50.0,0.0,2
LACL,2004,232670201,AMRO,M,1,FIVE,LH,60.98154997,-154.4876355,23267,2,1,0.0,0.0,0.381410256,0.564102564,0.054487179,0.0,0.0,0.0,684.0514105,147,150.0,0.65,2
LACL,2004,232670201,GCSP,M,1,FIVE,LH,60.98154997,-154.4876355,23267,2,1,0.0,0.0,0.381410256,0.564102564,0.054487179,0.0,0.0,0.0,684.0514105,147,150.0,0.65,2
LACL,2004,232670201,SAVS,M,1,FIVE,LH,60.98154997,-154.4876355,23267,2,1,0.0,0.0,0.381410256,0.564102564,0.054487179,0.0,0.0,0.0,684.0514105,147,150.0,0.65,2
LACL,2004,232670201,SAVS,M,1,FIVE,LH,60.98154997,-154.4876355,23267,2,1,0.0,0.0,0.381410256,0.564102564,0.054487179,0.0,0.0,0.0,684.0514105,147,150.0,0.65,2
LACL,2004,232670201,WCSP,M,1,FIVE,LH,60.98154997,-154.4876355,23267,2,1,0.0,0.0,0.381410256,0.564102564,0.054487179,0.0,0.0,0.0,684.0514105,147,150.0,0.65,2
KATM,2005,170470201,FOSP,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,FOSP,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,GCSP,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,GCSP,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,ROPT,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,SAVS,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,170470201,SAVS,M,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
KATM,2005,175250114,GCSP,M,1,FIVE,AP,58.73795246,-154.7648037,17525,1,14,0.0,0.0,0.006349206,0.974603175,0.0,0.0,0.0,0.019047619,733.22688,140,50.0,0.0,2
KATM,2005,175250114,GCSP,M,1,FIVE,AP,58.73795246,-154.7648037,17525,1,14,0.0,0.0,0.006349206,0.974603175,0.0,0.0,0.0,0.019047619,733.22688,140,50.0,0.0,2
KATM,2005,175250114,SAVS,M,1,FIVE,AP,58.73795246,-154.7648037,17525,1,14,0.0,0.0,0.006349206,0.974603175,0.0,0.0,0.0,0.019047619,733.22688,140,50.0,0.0,2
KATM,2005,175250114,WIPT,M,1,FIVE,AP,58.73795246,-154.7648037,17525,1,14,0.0,0.0,0.006349206,0.974603175,0.0,0.0,0.0,0.019047619,733.22688,140,50.0,0.0,2
KATM,2005,175250114,WIPT,M,1,FIVE,AP,58.73795246,-154.7648037,17525,1,14,0.0,0.0,0.006349206,0.974603175,0.0,0.0,0.0,0.019047619,733.22688,140,50.0,0.0,2
LACL,2004,220750203,YRWA,M,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,223180103,FOSP,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
LACL,2004,223180103,FOSP,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
LACL,2004,223180103,GCSP,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
LACL,2004,223180103,GCSP,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
LACL,2004,223180103,HETH,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
LACL,2004,223180103,SAVS,M,1,FIVE,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1
KATM,2005,182360101,AMPI,M,1,FIVE,AP,58.85411918,-155.785693,18236,1,1,0.0,0.0,0.342948718,0.602564103,0.0,0.0,0.0,0.054487179,601.98,134,150.0,0.0,2
KATM,2005,182360101,SAVS,M,1,FIVE,AP,58.85411918,-155.785693,18236,1,1,0.0,0.0,0.342948718,0.602564103,0.0,0.0,0.0,0.054487179,601.98,134,150.0,0.0,2
KATM,2005,184810301,AMRO,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,FOSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,GCSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,GCSP,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2005,184810301,WIPT,M,1,FIVE,AP,59.07625026,-154.8937826,18481,3,1,0.0,0.0,0.805031447,0.194968553,0.0,0.0,0.0,0.0,442.3129263,137,50.0,0.05,2
KATM,2006,163310302,FOSP,M,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
KATM,2006,163310302,GCSP,M,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
KATM,2006,163310302,GCSP,M,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
KATM,2006,163310302,WIWA,M,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
KATM,2006,163310302,WIWA,M,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
LACL,2004,213640101,SAVS,M,1,FIVE,AR,60.4070177,-152.5775925,21364,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,349.9745684,149,150.0,0.0,2
KATM,2006,160910202,FOSP,M,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2006,160910202,FOSP,M,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2006,160910202,FOSP,M,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2006,160910202,GCSP,M,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2005,177590101,AMRO,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177610302,ATSP,M,1,FIVE,AP,58.8108725,-155.2653197,17761,3,2,0.0,0.073248408,0.085987261,0.840764331,0.0,0.0,0.0,0.0,508.6149474,137,150.0,0.0,1
KATM,2005,177590101,ATSP,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177610302,ATSP,M,1,FIVE,AP,58.8108725,-155.2653197,17761,3,2,0.0,0.073248408,0.085987261,0.840764331,0.0,0.0,0.0,0.0,508.6149474,137,150.0,0.0,1
KATM,2005,177590101,GCSP,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177590101,GCSP,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177610302,SAVS,M,1,FIVE,AP,58.8108725,-155.2653197,17761,3,2,0.0,0.073248408,0.085987261,0.840764331,0.0,0.0,0.0,0.0,508.6149474,137,150.0,0.0,1
KATM,2005,177590101,SAVS,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177610302,SAVS,M,1,FIVE,AP,58.8108725,-155.2653197,17761,3,2,0.0,0.073248408,0.085987261,0.840764331,0.0,0.0,0.0,0.0,508.6149474,137,150.0,0.0,1
KATM,2005,177590101,WCSP,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177590101,WIWA,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
KATM,2005,177590101,WIWA,M,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
LACL,2006,204060201,HETH,M,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
LACL,2004,232740203,DEJU,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,232740203,FOSP,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,232740203,HETH,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,232740203,OCWA,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,230310202,SAVS,M,1,FIVE,AR,60.90355134,-153.9215164,23031,2,2,0.0,0.0,0.583870968,0.061290323,0.0,0.209677419,0.14516129,0.0,842.6196,145,150.0,0.0,1
LACL,2004,230310202,SAVS,M,1,FIVE,AR,60.90355134,-153.9215164,23031,2,2,0.0,0.0,0.583870968,0.061290323,0.0,0.209677419,0.14516129,0.0,842.6196,145,150.0,0.0,1
LACL,2004,230310202,SAVS,M,1,FIVE,AR,60.90355134,-153.9215164,23031,2,2,0.0,0.0,0.583870968,0.061290323,0.0,0.209677419,0.14516129,0.0,842.6196,145,150.0,0.0,1
LACL,2004,232740203,WIWA,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,232740203,YRWA,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2004,232740203,YRWA,M,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2006,204060201,HETH,M,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
LACL,2004,218360101,FOSP,M,1,FIVE,LH,60.51069824,-153.8408108,21836,1,1,0.0,0.0,0.041139241,0.639240506,0.0,0.056962025,0.0,0.262658228,721.4616,139,150.0,0.3,2
LACL,2004,218360101,GCSP,M,1,FIVE,LH,60.51069824,-153.8408108,21836,1,1,0.0,0.0,0.041139241,0.639240506,0.0,0.056962025,0.0,0.262658228,721.4616,139,150.0,0.3,2
LACL,2004,218360101,HETH,M,1,FIVE,LH,60.51069824,-153.8408108,21836,1,1,0.0,0.0,0.041139241,0.639240506,0.0,0.056962025,0.0,0.262658228,721.4616,139,150.0,0.3,2
LACL,2004,218360101,HETH,M,1,FIVE,LH,60.51069824,-153.8408108,21836,1,1,0.0,0.0,0.041139241,0.639240506,0.0,0.056962025,0.0,0.262658228,721.4616,139,150.0,0.3,2
KATM,2005,182410101,AMPI,M,1,FIVE,AP,58.94390345,-155.0383813,18241,1,1,0.0,0.0,0.0,0.768253968,0.0,0.0,0.0,0.231746032,844.9346286,137,150.0,0.0,2
KATM,2005,172840401,AMPI,M,1,FIVE,AP,58.65037858,-154.9745716,17284,4,1,0.0,0.0,0.0,0.766773163,0.0,0.0,0.0,0.233226837,903.62532,140,150.0,0.0,2
LACL,2004,208750402,AMRO,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,DEJU,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,DEJU,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,DEJU,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,WCSP,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,WCSP,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,YRWA,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
LACL,2004,208750402,YRWA,M,1,FIVE,LH,60.03506899,-154.5807189,20875,4,2,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,139,150.0,0.3,1
KATM,2005,175160102,AMRO,M,1,FIVE,AP,58.56410558,-156.1489646,17516,1,2,0.0,0.0,0.887820513,0.08974359,0.003205128,0.0,0.019230769,0.0,278.7797053,133,50.0,0.0,2
KATM,2005,175160102,AMRO,M,1,FIVE,AP,58.56410558,-156.1489646,17516,1,2,0.0,0.0,0.887820513,0.08974359,0.003205128,0.0,0.019230769,0.0,278.7797053,133,50.0,0.0,2
KATM,2005,175160102,GCSP,M,1,FIVE,AP,58.56410558,-156.1489646,17516,1,2,0.0,0.0,0.887820513,0.08974359,0.003205128,0.0,0.019230769,0.0,278.7797053,133,50.0,0.0,2
KATM,2005,175160102,SAVS,M,1,FIVE,AP,58.56410558,-156.1489646,17516,1,2,0.0,0.0,0.887820513,0.08974359,0.003205128,0.0,0.019230769,0.0,278.7797053,133,50.0,0.0,2
KATM,2005,175160102,SAVS,M,1,FIVE,AP,58.56410558,-156.1489646,17516,1,2,0.0,0.0,0.887820513,0.08974359,0.003205128,0.0,0.019230769,0.0,278.7797053,133,50.0,0.0,2
LACL,2006,204060201,FOSP,M,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
KATM,2006,172900202,ROPT,M,1,FIVE,AP,58.71950665,-154.0060001,17290,2,2,0.0,0.0,0.0,0.015772871,0.0,0.0,0.0,0.984227129,763.2337143,153,150.0,0.0,1
LACL,2004,232700203,DEJU,M,1,FIVE,AR,60.9923856,-153.9177113,23270,2,3,0.0,0.0,0.61414791,0.0,0.273311897,0.064308682,0.048231511,0.0,594.9405714,147,50.0,0.0,1
LACL,2004,232700203,OCWA,M,1,FIVE,AR,60.9923856,-153.9177113,23270,2,3,0.0,0.0,0.61414791,0.0,0.273311897,0.064308682,0.048231511,0.0,594.9405714,147,50.0,0.0,1
LACL,2004,232700203,WIWA,M,1,FIVE,AR,60.9923856,-153.9177113,23270,2,3,0.0,0.0,0.61414791,0.0,0.273311897,0.064308682,0.048231511,0.0,594.9405714,147,50.0,0.0,1
LACL,2004,232700203,YRWA,M,1,FIVE,AR,60.9923856,-153.9177113,23270,2,3,0.0,0.0,0.61414791,0.0,0.273311897,0.064308682,0.048231511,0.0,594.9405714,147,50.0,0.0,1
LACL,2006,204060201,WIWA,M,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
LACL,2004,218350104,ROPT,M,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,WIPT,M,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
KATM,2005,170390101,GCSP,M,1,FIVE,AP,58.43102217,-155.9212143,17039,1,1,0.0,0.182108626,0.562300319,0.233226837,0.003194888,0.0,0.019169329,0.0,266.4714,133,150.0,0.0,2
KATM,2005,170390101,WCSP,M,1,FIVE,AP,58.43102217,-155.9212143,17039,1,1,0.0,0.182108626,0.562300319,0.233226837,0.003194888,0.0,0.019169329,0.0,266.4714,133,150.0,0.0,2
